model,group,variable,horizon_quarters,rmse,baseline_rmse,relative_rmse_pct
mango_rmse,+2 months,PCE,7,0.6591038527442052,0.6509990461671747,1.2449797929426163
mango_rmse,+2 months,PCE,8,0.6574030213506169,0.6445906692061024,1.9876726047391544
mango_rmse,+2 months,SP500,1,1.8383990190278068,1.9965481003816856,-7.921125532795581
mango_rmse,+2 months,SP500,2,8.570146112549557,8.641687877780589,-0.8278679610146481
mango_rmse,+2 months,SP500,3,8.452381184030273,8.35151524105806,1.2077561982564757
mango_rmse,+2 months,SP500,4,8.204517134760906,8.196766295162353,0.09455972415764284
mango_rmse,+2 months,SP500,5,8.013880942923432,8.139254947138106,-1.5403621710947555
mango_rmse,+2 months,SP500,6,8.033134169856947,8.080916517023466,-0.5912986115604558
mango_rmse,+2 months,SP500,7,7.81752911756375,7.952405401195157,-1.6960438612842372
mango_rmse,+2 months,SP500,8,8.18843870021719,8.16570022253994,0.2784632922781754
mango_rmse,+2 months,TB,1,0.10396289505526035,0.08606680202512419,20.79325896750761
mango_rmse,+2 months,TB,2,0.39819618802345924,0.36340084736395417,9.574920067441877
mango_rmse,+2 months,TB,3,0.5569919224674439,0.5465756119651274,1.9057400795594017
mango_rmse,+2 months,TB,4,0.6493157196792113,0.6497759686866486,-0.07083195279867208
mango_rmse,+2 months,TB,5,0.7812733933579649,0.7656314045325305,2.0430181850997626
mango_rmse,+2 months,TB,6,0.8393570757903859,0.8215945537194902,2.161957134511408
mango_rmse,+2 months,TB,7,0.8444545664886199,0.8211114542967947,2.8428676849742005
mango_rmse,+2 months,TB,8,0.9001390382400158,0.8736157092732274,3.036040753989366
mango_rmse,+2 months,UNR,1,0.09982876017788336,0.10052045663030265,-0.68811511169635
mango_rmse,+2 months,UNR,2,0.3935896161200848,0.35809789544443543,9.911178235661113
mango_rmse,+2 months,UNR,3,0.7062130442108477,0.6544990343105518,7.901311872029178
mango_rmse,+2 months,UNR,4,1.0177922250874374,0.9849851632228952,3.330716348782015
mango_rmse,+2 months,UNR,5,1.3022163022436173,1.2893703025014835,0.996300265114797
mango_rmse,+2 months,UNR,6,1.5545188317109906,1.5500258369140683,0.2898658002931999
mango_rmse,+2 months,UNR,7,1.7638308969752212,1.7570499834713615,0.38592604465712393
mango_rmse,+2 months,UNR,8,1.9512248435183148,1.9413842383492048,0.5068860133261233
paper,+0 months,CPI,1,0.5794743587502362,0.5794743587502362,0.0
paper,+0 months,CPI,2,0.6120922844788593,0.6120922844788593,0.0
paper,+0 months,CPI,3,0.6284589994561677,0.6284589994561677,0.0
paper,+0 months,CPI,4,0.6251323558813553,0.6251323558813553,0.0
paper,+0 months,CPI,5,0.6310410090161603,0.6310410090161603,0.0
paper,+0 months,CPI,6,0.6346798742301076,0.6346798742301076,0.0
paper,+0 months,CPI,7,0.6416147116164073,0.6416147116164073,0.0
paper,+0 months,CPI,8,0.5904762799665731,0.5904762799665731,0.0
paper,+0 months,FF,1,0.4046350923661181,0.4046350923661181,0.0
paper,+0 months,FF,2,0.7563268937809116,0.7563268937809116,0.0
paper,+0 months,FF,3,1.1455821702483442,1.1455821702483442,0.0
paper,+0 months,FF,4,1.5207791537860285,1.5207791537860285,0.0
paper,+0 months,FF,5,1.8410864804772882,1.8410864804772882,0.0
paper,+0 months,FF,6,2.112625684448938,2.112625684448938,0.0
paper,+0 months,FF,7,2.333276431317568,2.333276431317568,0.0
paper,+0 months,FF,8,2.781045933777212,2.781045933777212,0.0
paper,+0 months,GDP,1,0.7121427214741672,0.7121427214741672,0.0
paper,+0 months,GDP,2,0.8403219548510522,0.8403219548510522,0.0
paper,+0 months,GDP,3,0.8788352596084141,0.8788352596084141,0.0
paper,+0 months,GDP,4,0.865271296833809,0.865271296833809,0.0
paper,+0 months,GDP,5,0.8478870989652252,0.8478870989652252,0.0
paper,+0 months,GDP,6,0.8355274691371571,0.8355274691371571,0.0
paper,+0 months,GDP,7,0.8012878657526193,0.8012878657526193,0.0
paper,+0 months,GDP,8,0.7148240738208234,0.7148240738208234,0.0
paper,+0 months,GOV,1,0.8152038639938014,0.8152038639938014,0.0
paper,+0 months,GOV,2,0.7529345595323572,0.7529345595323572,0.0
paper,+0 months,GOV,3,0.7426329470063496,0.7426329470063496,0.0
paper,+0 months,GOV,4,0.7529523776922274,0.7529523776922274,0.0
paper,+0 months,GOV,5,0.7621143716200552,0.7621143716200552,0.0
paper,+0 months,GOV,6,0.7528848491515209,0.7528848491515209,0.0
paper,+0 months,GOV,7,0.7568326295139953,0.7568326295139953,0.0
paper,+0 months,GOV,8,0.8461923495420649,0.8461923495420649,0.0
paper,+0 months,HRS,1,0.5969637409131805,0.5969637409131805,0.0
paper,+0 months,HRS,2,0.9047126121445276,0.9047126121445276,0.0
paper,+0 months,HRS,3,1.003208600725103,1.003208600725103,0.0
paper,+0 months,HRS,4,0.9875614500003792,0.9875614500003792,0.0
paper,+0 months,HRS,5,0.9382979171655756,0.9382979171655756,0.0
paper,+0 months,HRS,6,0.8993119446660424,0.8993119446660424,0.0
paper,+0 months,HRS,7,0.864354527086984,0.864354527086984,0.0
paper,+0 months,HRS,8,1.0454357994856796,1.0454357994856796,0.0
paper,+0 months,INVFIX,1,2.153451787969043,2.153451787969043,0.0
