forecast_origin,strategy,model_size,last_quarter,n_obs,lambda,theta,miu
2014-03-31,mango_rmse_random,small,2013Q4,238,1.5595065251321747,8.433065794006245,6.9803734643556306
2014-06-30,mango_rmse_random,small,2014Q1,239,3.8965151199825327,7.400087025790925,7.467823065629481
2014-09-30,mango_rmse_random,small,2014Q2,240,1.0078579245253718,45.07095150296373,15.233103951564537
2014-12-31,mango_rmse_random,small,2014Q3,241,4.569419233018425,47.43026381750522,11.700378431728973
2015-03-31,mango_rmse_random,small,2014Q4,242,2.135404501365292,19.541308670131528,43.51714369077685
2015-06-30,mango_rmse_random,small,2015Q1,243,0.2139432385275856,26.338280558725117,26.803126666719557
2015-09-30,mango_rmse_random,small,2015Q2,244,0.635973687177965,31.886040405530284,25.15700501762383
2015-12-31,mango_rmse_random,small,2015Q3,245,4.831121193806699,25.761181110909686,28.594912860056045
2016-03-31,mango_rmse_random,small,2015Q4,246,0.985347959515922,48.94021920323912,38.03986763458573
2016-06-30,mango_rmse_random,small,2016Q1,247,3.536383502379432,49.1348265775983,23.72894444162074
2016-09-30,mango_rmse_random,small,2016Q2,248,0.7240108938353167,49.366588577399355,14.172765969555115
2016-12-31,mango_rmse_random,small,2016Q3,249,2.834276075185419,6.474102784602942,1.172474028874368
2017-03-31,mango_rmse_random,small,2016Q4,250,2.670749425139491,29.302294404078342,2.070174957017115
2017-06-30,mango_rmse_random,small,2017Q1,251,3.29121275673575,7.289302568134972,31.109259951176725
2017-09-30,mango_rmse_random,small,2017Q2,252,1.3144643134294631,46.99699780225325,43.501151563558395
2017-12-31,mango_rmse_random,small,2017Q3,253,2.884916393585693,48.225271959876345,41.36789403241501
2018-03-31,mango_rmse_random,small,2017Q4,254,1.5093793752928584,3.981965914890263,5.911912298464274
2018-06-30,mango_rmse_random,small,2018Q1,255,3.1871920515047303,36.09536253843023,8.274548901437845
2018-09-30,mango_rmse_random,small,2018Q2,256,3.1059701654779053,37.4714732912002,27.052157361729943
2018-12-31,mango_rmse_random,small,2018Q3,257,2.1323083876731808,0.23129716121317287,28.672365217680902
2019-03-31,mango_rmse_random,small,2018Q4,258,3.778187218334816,21.08291142005752,32.913211494093
2019-06-30,mango_rmse_random,small,2019Q1,259,1.6780488443334594,21.56670854812819,35.814980543580795
2019-09-30,mango_rmse_random,small,2019Q2,260,4.06603553602832,23.280899771914623,2.376497888899278
2019-12-31,mango_rmse_random,small,2019Q3,261,2.069957492684767,19.505796220677954,24.732138514805488
