forecast_origin,strategy,model_size,last_quarter,n_obs,lambda,theta,miu
2008-03-31,mango_rmse,small,2007Q4,214,4.675583787109602,2.1039965930407436,0.021770362532080513
2008-06-30,mango_rmse,small,2008Q1,215,4.9986616874175525,46.308920609764506,42.65477789692786
2008-09-30,mango_rmse,small,2008Q2,216,4.997568520887595,20.41582397011939,41.849772483357995
2008-12-31,mango_rmse,small,2008Q3,217,0.009790170578485483,19.21161015174675,25.81021647469287
2009-03-31,mango_rmse,small,2008Q4,218,0.004640241612507252,4.431282932562847,18.94133871502201
2009-06-30,mango_rmse,small,2009Q1,219,0.015971190086300283,41.996267794305645,4.956519653255423
2009-09-30,mango_rmse,small,2009Q2,220,0.009979753088589748,36.43874249338075,28.740021669462212
2009-12-31,mango_rmse,small,2009Q3,221,0.5022540104801435,1.9362550858609853,48.864800449650566
2010-03-31,mango_rmse,small,2009Q4,222,4.993183351028573,47.32876851450165,43.88127011849241
2010-06-30,mango_rmse,small,2010Q1,223,0.09659734231707716,13.953550621057472,22.04825000309463
2010-09-30,mango_rmse,small,2010Q2,224,0.025812377181045565,33.55013677467138,44.2514206717609
2010-12-31,mango_rmse,small,2010Q3,225,0.02040722039244219,35.10839482994952,33.03135836171977
2011-03-31,mango_rmse,small,2010Q4,226,0.008568021463295711,39.96189729776743,48.6199810715046
2011-06-30,mango_rmse,small,2011Q1,227,0.006039533957477866,36.245372803775275,34.207010384099
2011-09-30,mango_rmse,small,2011Q2,228,3.122573285014867,5.277020110985694,2.541311865793158
2011-12-31,mango_rmse,small,2011Q3,229,4.820027367482194,4.835316243478635,3.234496165871911
2012-03-31,mango_rmse,small,2011Q4,230,2.0225214487203216,12.17994255374013,2.66994595344325
2012-06-30,mango_rmse,small,2012Q1,231,1.1035146596495025,49.41076938827606,3.420037766075741
2012-09-30,mango_rmse,small,2012Q2,232,4.953916494670698,46.51433474872829,43.66095979075893
2012-12-31,mango_rmse,small,2012Q3,233,4.9300083982257155,3.1616127914956937,44.68946247188068
2013-03-31,mango_rmse,small,2012Q4,234,1.6274003242427375,32.3857907093524,4.450763426904887
2013-06-30,mango_rmse,small,2013Q1,235,0.010934632060883404,45.132023766949864,45.96962716719497
2013-09-30,mango_rmse,small,2013Q2,236,4.912005471934616,7.863970883187968,7.478031078013029
2013-12-31,mango_rmse,small,2013Q3,237,0.018402575066687275,49.17657769765058,43.02801507014235
2014-03-31,mango_rmse,small,2013Q4,238,0.033871438234060074,15.367703433497775,21.624438640961305
2014-06-30,mango_rmse,small,2014Q1,239,0.016882844275039322,27.684765333593585,17.94491900342804
2014-09-30,mango_rmse,small,2014Q2,240,0.02753386839247778,43.99315597616893,13.408204690991068
2014-12-31,mango_rmse,small,2014Q3,241,0.021647194054261305,39.425482100847375,25.518997679107876
2015-03-31,mango_rmse,small,2014Q4,242,0.01974205779809529,49.94867746848458,6.158674176318476
2015-06-30,mango_rmse,small,2015Q1,243,0.01634793853457288,37.93269764343162,2.671101045299339
2015-09-30,mango_rmse,small,2015Q2,244,0.006894918362469486,8.15992485440498,37.472190464813714
2015-12-31,mango_rmse,small,2015Q3,245,0.001910211055669416,39.55758445868759,21.07470360347947
2016-03-31,mango_rmse,small,2015Q4,246,0.0039117030541671646,41.82373354116718,17.947563495789986
2016-06-30,mango_rmse,small,2016Q1,247,0.005605435555547669,48.36503532947377,36.53685578341993
2016-09-30,mango_rmse,small,2016Q2,248,0.00957558520952287,30.53646715703494,35.50678565316669
2016-12-31,mango_rmse,small,2016Q3,249,0.003922609679795102,35.12090013871804,49.415931871292884
2017-03-31,mango_rmse,small,2016Q4,250,4.8901715651829685,17.374984876685833,0.018966023652603026
2017-06-30,mango_rmse,small,2017Q1,251,0.01326208239034652,39.269829857631045,49.975078585174934
2017-09-30,mango_rmse,small,2017Q2,252,0.004244843090264579,23.492828765170458,15.177022465071978
2017-12-31,mango_rmse,small,2017Q3,253,0.005662252376614702,37.03871271140027,16.403426399439105
2018-03-31,mango_rmse,small,2017Q4,254,0.056156272255899184,17.332836520632345,13.14614142713361
2018-06-30,mango_rmse,small,2018Q1,255,0.031776888262487125,43.41798255699725,2.2036098852613475
2018-09-30,mango_rmse,small,2018Q2,256,2.017461203882032,6.248772513037213,0.026858599226768917
2018-12-31,mango_rmse,small,2018Q3,257,0.004737087413703818,19.912436618633443,0.01927842259884356
2019-03-31,mango_rmse,small,2018Q4,258,0.040653024268634166,19.07099389808372,0.055569086570710934
2019-06-30,mango_rmse,small,2019Q1,259,0.00481676130529924,48.837555184434635,0.12052602268009768
2019-09-30,mango_rmse,small,2019Q2,260,0.004689246123018474,34.5579927569174,20.572732148356852
2019-12-31,mango_rmse,small,2019Q3,261,0.0038720616222593803,16.851182159121198,2.478524814996112
