forecast_origin,strategy,model_size,last_quarter,n_obs,lambda,theta,miu
2007-03-31,mango_rmse_random,small,2006Q4,210,4.5605068911901085,12.770928184108426,23.27208775072384
2007-06-30,mango_rmse_random,small,2007Q1,211,4.978590202320546,0.07243681860968804,41.19550334478147
2007-09-30,mango_rmse_random,small,2007Q2,212,0.033166610015451514,41.46872977792606,1.7924517891063083
2007-12-31,mango_rmse_random,small,2007Q3,213,3.25629514034422,39.291542295139884,45.1212465423619
2008-03-31,mango_rmse_random,small,2007Q4,214,0.23014087006378636,0.23906900863268202,49.94755592159458
2008-06-30,mango_rmse_random,small,2008Q1,215,0.009792398214816624,27.018563396438136,0.10872920013388457
2008-09-30,mango_rmse_random,small,2008Q2,216,0.0015748644946292575,9.012994179378394,20.110813538948978
2008-12-31,mango_rmse_random,small,2008Q3,217,0.040364266070932686,47.80779192164347,12.710388726693953
2009-03-31,mango_rmse_random,small,2008Q4,218,0.3697922180807303,45.81392988140076,23.48028124420822
2009-06-30,mango_rmse_random,small,2009Q1,219,0.12622142620965354,7.84974584676077,27.37249049842502
2009-09-30,mango_rmse_random,small,2009Q2,220,0.506623176747538,32.08796587703631,33.795491542254574
2009-12-31,mango_rmse_random,small,2009Q3,221,0.19908616811555352,30.02114898754768,41.78540113448655
2010-03-31,mango_rmse_random,small,2009Q4,222,0.6332046699442088,0.25569338147802656,47.34101008803984
2010-06-30,mango_rmse_random,small,2010Q1,223,4.95415468629775,14.78189604046322,0.04179882268649654
2010-09-30,mango_rmse_random,small,2010Q2,224,0.16922820475460532,6.280746694491888,8.951860209122689
2010-12-31,mango_rmse_random,small,2010Q3,225,0.06667269665778869,10.049713581638137,0.10334981990333696
2011-03-31,mango_rmse_random,small,2010Q4,226,1.2635631353875636,6.744055920419507,38.45652024625063
2011-06-30,mango_rmse_random,small,2011Q1,227,4.94934927564738,31.22208444612402,13.386668165905158
2011-09-30,mango_rmse_random,small,2011Q2,228,0.09789817602700285,38.28524114109797,39.51745475111177
2011-12-31,mango_rmse_random,small,2011Q3,229,0.008812020647862281,21.17538897237605,38.472126696231506
2012-03-31,mango_rmse_random,small,2011Q4,230,3.806705844647857,39.68775590110083,0.43612050618672765
2012-06-30,mango_rmse_random,small,2012Q1,231,0.02682801989155685,48.45904666281724,5.650439300096052
2012-09-30,mango_rmse_random,small,2012Q2,232,0.11405656113021961,27.14277476822746,10.523310783904368
2012-12-31,mango_rmse_random,small,2012Q3,233,0.00033662142495451006,39.800819516900496,43.99454237350871
2013-03-31,mango_rmse_random,small,2012Q4,234,0.16111659462893127,0.502752012857887,0.0200861693506121
2013-06-30,mango_rmse_random,small,2013Q1,235,1.7411339305873117,17.948139456218847,15.34985761040424
2013-09-30,mango_rmse_random,small,2013Q2,236,0.8176200293692902,41.374933989095005,7.727185399441046
2013-12-31,mango_rmse_random,small,2013Q3,237,4.990300296913507,2.831915418730223,31.91842589447696
2014-03-31,mango_rmse_random,small,2013Q4,238,0.0694817916807598,16.181262019835785,22.683474422140744
2014-06-30,mango_rmse_random,small,2014Q1,239,0.17515673577888327,41.029400210024086,48.80650655206216
2014-09-30,mango_rmse_random,small,2014Q2,240,0.11545505430076795,7.036059520965539,10.282419375345095
2014-12-31,mango_rmse_random,small,2014Q3,241,0.20625054795415995,41.2615410168319,15.652918001907615
2015-03-31,mango_rmse_random,small,2014Q4,242,4.0516497487180745,43.827252860402076,2.8839173615815055
2015-06-30,mango_rmse_random,small,2015Q1,243,4.799499266748591,49.91408401513028,0.1080997164880694
2015-09-30,mango_rmse_random,small,2015Q2,244,0.004604938599458553,39.5852229977149,25.68605400146529
2015-12-31,mango_rmse_random,small,2015Q3,245,0.0034780734765610445,15.536249889211819,27.538233712524523
2016-03-31,mango_rmse_random,small,2015Q4,246,4.940025032532956,30.12606371582503,0.29605960220933025
2016-06-30,mango_rmse_random,small,2016Q1,247,0.043508763396345816,42.08884938312738,48.88720001294009
2016-09-30,mango_rmse_random,small,2016Q2,248,1.2450394106237375,9.889759902737948,0.8480043833247092
2016-12-31,mango_rmse_random,small,2016Q3,249,4.988602057732358,3.112038708361073,0.11928982598868389
2017-03-31,mango_rmse_random,small,2016Q4,250,0.005221650309470863,31.983067211981815,0.13924782210608017
2017-06-30,mango_rmse_random,small,2017Q1,251,0.6122959112069013,20.040660336353014,6.376691066388932
2017-09-30,mango_rmse_random,small,2017Q2,252,0.20045706988680534,20.097445586609087,46.648392219568784
2017-12-31,mango_rmse_random,small,2017Q3,253,4.9539722579674255,41.43470621941047,0.0328461462976565
2018-03-31,mango_rmse_random,small,2017Q4,254,4.97678015175656,40.90392296982968,14.103289987753564
2018-06-30,mango_rmse_random,small,2018Q1,255,2.190395541709562,46.63223709937186,44.574877587479904
2018-09-30,mango_rmse_random,small,2018Q2,256,0.017077306459547956,0.01954237601233412,32.797678947158246
2018-12-31,mango_rmse_random,small,2018Q3,257,2.144520906164327,7.5241779500993005,2.719622731142902
2019-03-31,mango_rmse_random,small,2018Q4,258,4.85222568207618,42.119890813856195,8.600476783484
2019-06-30,mango_rmse_random,small,2019Q1,259,0.597768374479074,37.07775227115414,0.02792077003891762
2019-09-30,mango_rmse_random,small,2019Q2,260,0.04881959805099364,38.13287206973759,8.491755292238938
2019-12-31,mango_rmse_random,small,2019Q3,261,0.9079300908120006,44.106469202814466,4.317551447011059
